Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
61	268	0	0.37282146	101325	101325	101325	101325	2.06637196e-09	0	0	0	0	0	3
62	270	0	0.378933287	101325	101325	101325	101325	2.08092388e-09	0	0	0	0	0	3
63	273	0	0.385045114	101325	101325	101325	101325	2.08092388e-09	0	0	0	0	0	3
64	276	0	0.391156942	101325	101325	101325	101325	2.08092388e-09	0	0	0	0	0	3
65	279	0	0.397268769	101325	101325	101325	101325	2.09547579e-09	0	0	0	0	0	3
66	282	0	0.403380596	101325	101325	101325	101325	2.09547579e-09	0	0	0	0	0	3
67	285	0	0.409492423	101325	101325	101325	101325	2.11002771e-09	0	0	0	0	0	3
68	288	0	0.415604251	101325	101325	101325	101325	2.11002771e-09	0	0	0	0	0	3
69	290	0	0.421716078	101325	101325	101325	101325	2.12457962e-09	0	0	0	0	0	3
70	293	0	0.427827905	101325	101325	101325	101325	2.12457962e-09	0	0	0	0	0	3
71	297	0	0.433939732	101325	101325	101325	101325	2.13913154e-09	0	0	0	0	0	3
72	299	0	0.440051559	101325	101325	101325	101325	2.15368345e-09	0	0	0	0	0	3
73	302	0	0.446163387	101325	101325	101325	101325	2.15368345e-09	0	0	0	0	0	3
74	305	0	0.452275214	101325	101325	101325	101325	2.18278728e-09	0	0	0	0	0	3
75	308	0	0.458387041	101325	101325	101325	101325	2.18278728e-09	0	0	0	0	0	3
76	311	0	0.464498868	101325	101325	101325	101325	2.1973392e-09	0	0	0	0	0	3
77	314	0	0.470610695	101325	101325	101325	101325	2.1973392e-09	0	0	0	0	0	3
78	316	0	0.476722523	101325	101325	101325	101325	2.21189111e-09	0	0	0	0	0	3
79	319	0	0.48283435	101325	101325	101325	101325	2.22644303e-09	0	0	0	0	0	3
80	322	0	0.488946177	101325	101325	101325	101325	2.24099495e-09	0	0	0	0	0	3
81	331	0	0.495058004	101325	101325	101325	101325	2.25554686e-09	0	0	0	0	0	3
82	334	0	0.501169832	101325	101325	101325	101325	2.28465069e-09	0	0	0	0	0	3
83	337	0	0.507281659	101325	101325	101325	101325	2.16823537e-09	0	0	0	0	0	3
84	339	0	0.513393486	101325	101325	101325	101325	2.09547579e-09	0	0	0	0	0	3
85	342	0	0.519505313	101325	101325	101325	101325	2.12457962e-09	0	0	0	0	0	3
86	346	0	0.52561714	101325	101325	101325	101325	2.15368345e-09	0	0	0	0	0	3
87	349	0	0.531728968	101325	101325	101325	101325	2.16823537e-09	0	0	0	0	0	3
88	351	0	0.537840795	101325	101325	101325	101325	2.1973392e-09	0	0	0	0	0	3
89	354	0	0.543952622	101325	101325	101325	101325	2.16823537e-09	0	0	0	0	0	3
90	357	0	0.550064449	101325	101325	101325	101325	2.05182005e-09	0	0	0	0	0	3
91	360	0	0.556176276	101325	101325	101325	101325	2.03726813e-09	0	0	0	0	0	3
92	363	0	0.562288104	101325	101325	101325	101325	1.89174898e-09	0	0	0	0	0	3
93	366	0	0.568399931	101325	101325	101325	101325	1.84809323e-09	0	0	0	0	0	3
94	368	0	0.574511758	101325	101325	101325	101325	1.77533366e-09	0	0	0	0	0	3
95	371	0	0.580623585	101325	101325	101325	101325	1.74622983e-09	0	0	0	0	0	3
96	375	0	0.586735413	101325	101325	101325	101325	1.73167791e-09	0	0	0	0	0	3
97	377	0	0.59284724	101325	101325	101325	101325	1.717126e-09	0	0	0	0	0	3
98	380	0	0.598959067	101325	101325	101325	101325	1.61526259e-09	0	0	0	0	0	3
99	382	0	0.605070894	101325	101325	101325	101325	1.60071068e-09	0	0	0	0	0	3
100	385	0	0.611182721	101325	101325	101325	101325	1.55705493e-09	0	0	0	0	0	3
101	394	0	0.617294549	101325	101325	101325	101325	1.5279511e-09	0	0	0	0	0	3
102	397	0	0.623406376	101325	101325	101325	101325	1.51339918e-09	0	0	0	0	0	3
103	400	0	0.629518203	101325	101325	101325	101325	1.51339918e-09	0	0	0	0	0	3
104	402	0	0.63563003	101325	101325	101325	101325	1.45519152e-09	0	0	0	0	0	3
105	405	0	0.641741857	101325	101325	101325	101325	1.38243195e-09	0	0	0	0	0	3
106	408	0	0.647853685	101325	101325	101325	101325	1.35332812e-09	0	0	0	0	0	3
107	411	0	0.653965512	101325	101325	101325	101325	1.32422429e-09	0	0	0	0	0	3
108	414	0	0.660077339	101325	101325	101325	101325	1.3387762e-09	0	0	0	0	0	3
109	417	0	0.666189166	101325	101325	101325	101325	1.30967237e-09	0	0	0	0	0	3
110	420	0	0.672300994	101325	101325	101325	101325	1.26601662e-09	0	0	0	0	0	3
111	423	0	0.678412821	101325	101325	101325	101325	1.25146471e-09	0	0	0	0	0	3
112	426	0	0.684524648	101325	101325	101325	101325	1.22236088e-09	0	0	0	0	0	3
113	428	0	0.690636475	101325	101325	101325	101325	1.20780896e-09	0	0	0	0	0	3
114	431	0	0.696748302	101325	101325	101325	101325	1.22236088e-09	0	0	0	0	0	3
115	434	0	0.70286013	101325	101325	101325	101325	1.19325705e-09	0	0	0	0	0	3
116	437	0	0.708971957	101325	101325	101325	101325	1.16415322e-09	0	0	0	0	0	3
117	440	0	0.715083784	101325	101325	101325	101325	1.1496013e-09	0	0	0	0	0	3
118	443	0	0.721195611	101325	101325	101325	101325	1.12049747e-09	0	0	0	0	0	3
119	446	0	0.727307438	101325	101325	101325	101325	1.12049747e-09	0	0	0	0	0	3
120	448	0	0.733419266	101325	101325	101325	101325	1.12049747e-09	0	0	0	0	0	3
121	452	0	0.739531093	101325	101325	101325	101325	1.09139364e-09	0	0	0	0	0	3
122	454	0	0.74564292	101325	101325	101325	101325	1.09139364e-09	0	0	0	0	0	3
123	457	0	0.751754747	101325	101325	101325	101325	1.06228981e-09	0	0	0	0	0	3
124	460	0	0.757866575	101325	101325	101325	101325	1.03318598e-09	0	0	0	0	0	3
125	462	0	0.763978402	101325	101325	101325	101325	1.03318598e-09	0	0	0	0	0	3
126	465	0	0.770090229	101325	101325	101325	101325	1.01863407e-09	0	0	0	0	0	3
127	468	0	0.776202056	101325	101325	101325	101325	9.89530236e-10	0	0	0	0	0	3
128	471	0	0.782313883	101325	101325	101325	101325	9.7497832e-10	0	0	0	0	0	3
129	473	0	0.788425711	101325	101325	101325	101325	9.7497832e-10	0	0	0	0	0	3
130	476	0	0.794537538	101325	101325	101325	101325	9.60426405e-10	0	0	0	0	0	3
131	480	0	0.800649365	101325	101325	101325	101325	9.60426405e-10	0	0	0	0	0	3
132	482	0	0.806761192	101325	101325	101325	101325	9.31322575e-10	0	0	0	0	0	3
133	485	0	0.812873019	101325	101325	101325	101325	9.31322575e-10	0	0	0	0	0	3
134	488	0	0.818984847	101325	101325	101325	101325	9.31322575e-10	0	0	0	0	0	3
135	490	0	0.825096674	101325	101325	101325	101325	9.16770659e-10	0	0	0	0	0	3
136	494	0	0.831208501	101325	101325	101325	101325	8.87666829e-10	0	0	0	0	0	3
137	496	0	0.837320328	101325	101325	101325	101325	8.58562998e-10	0	0	0	0	0	3
138	499	0	0.843432156	101325	101325	101325	101325	8.44011083e-10	0	0	0	0	0	3
139	502	0	0.849543983	101325	101325	101325	101325	8.29459168e-10	0	0	0	0	0	3
140	504	0	0.85565581	101325	101325	101325	101325	8.14907253e-10	0	0	0	0	0	3
141	508	0	0.861767637	101325	101325	101325	101325	8.14907253e-10	0	0	0	0	0	3
142	510	0	0.867879464	101325	101325	101325	101325	8.14907253e-10	0	0	0	0	0	3
143	513	0	0.873991292	101325	101325	101325	101325	8.14907253e-10	0	0	0	0	0	3
144	516	0	0.880103119	101325	101325	101325	101325	8.14907253e-10	0	0	0	0	0	3
145	518	0	0.886214946	101325	101325	101325	101325	8.00355338e-10	0	0	0	0	0	3
146	522	0	0.892326773	101325	101325	101325	101325	8.14907253e-10	0	0	0	0	0	3
147	524	0	0.8984386	101325	101325	101325	101325	8.14907253e-10	0	0	0	0	0	3
148	527	0	0.904550428	101325	101325	101325	101325	8.14907253e-10	0	0	0	0	0	3
149	530	0	0.910662255	101325	101325	101325	101325	8.14907253e-10	0	0	0	0	0	3
150	532	0	0.916774082	101325	101325	101325	101325	8.00355338e-10	0	0	0	0	0	3
151	536	0	0.922885909	101325	101325	101325	101325	8.00355338e-10	0	0	0	0	0	3
152	538	0	0.928997737	101325	101325	101325	101325	7.71251507e-10	0	0	0	0	0	3
153	541	0	0.935109564	101325	101325	101325	101325	7.71251507e-10	0	0	0	0	0	3
154	544	0	0.941221391	101325	101325	101325	101325	7.71251507e-10	0	0	0	0	0	3
155	547	0	0.947333218	101325	101325	101325	101325	7.42147677e-10	0	0	0	0	0	3
156	550	0	0.953445045	101325	101325	101325	101325	7.42147677e-10	0	0	0	0	0	3
157	553	0	0.959556873	101325	101325	101325	101325	7.27595761e-10	0	0	0	0	0	3
158	556	0	0.9656687	101325	101325	101325	101325	7.27595761e-10	0	0	0	0	0	3
159	558	0	0.971780527	101325	101325	101325	101325	7.13043846e-10	0	0	0	0	0	3
160	561	0	0.977892354	101325	101325	101325	101325	6.98491931e-10	0	0	0	0	0	3
161	564	0	0.984004181	101325	101325	101325	101325	6.83940016e-10	0	0	0	0	0	3
162	567	0	0.990116009	101325	101325	101325	101325	6.69388101e-10	0	0	0	0	0	3
163	570	0	0.996227836	101325	101325	101325	101325	6.4028427e-10	0	0	0	0	0	3
164	572	0	1.00233966	101325	101325	101325	101325	6.1118044e-10	0.00101325	0	100	0	0	3
